date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:13:09	14457/14457	---MCZ	200	added ('OK')	text/javascript	etag:%228c09649c107c545137964f4c0f1afaed%22	https://s3.tradingview.com/external-embedding/embed-widget-advanced-chart.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/s3.tradingview.com/external-embedding/embed-widget-advanced-chart.js	(from https://tradeoakcapital.app/home/index.html)
03:13:14	307015/307015	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Dec%202021%2008:54:02%20GMT	https://tradeoakcapital.app/home/img/bg11.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/img/bg11.png	(from https://tradeoakcapital.app/home/index.html)
03:13:15	796/796	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:13:11%20GMT	https://tradeoakcapital.app/s3.tradingview.com/external-embedding/embed-widget-screener.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/s3.tradingview.com/external-embedding/embed-widget-screener.15.delayed	(from https://tradeoakcapital.app/home/index.html)
03:13:16	3497/3497	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/img/ava.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/img/ava.jpg	(from https://tradeoakcapital.app/home/index.html)
03:13:16	152802/152802	---M--	200	added ('OK')	image/png	date:Sat,%2024%20May%202025%2008:53:48%20GMT	https://tradeoakcapital.app/home/img/bg1.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/img/bg1.png	(from https://tradeoakcapital.app/home/index.html)
03:13:16	4387/4387	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/img/ava2.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/img/ava2.jpg	(from https://tradeoakcapital.app/home/index.html)
03:13:17	4231/4231	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/img/ava3.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/img/ava3.jpg	(from https://tradeoakcapital.app/home/index.html)
03:13:17	0/0	---M--	200	added ('OK')	text/html	date:Fri,%2023%20May%202025%2013:05:40%20GMT	https://tradeoakcapital.app/home/img/ava4.html	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/img/ava4.html	(from https://tradeoakcapital.app/home/index.html)
03:13:18	287630/287630	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2002%20Mar%202022%2005:51:54%20GMT	https://tradeoakcapital.app/home/lib/jquery/dist/jquery.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/lib/jquery/dist/jquery.js	(from https://tradeoakcapital.app/home/index.html)
03:13:24	393675/393675	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/js/libs.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/js/libs.js	(from https://tradeoakcapital.app/home/index.html)
03:13:28	30780/30780	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/js/common.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/js/common.js	(from https://tradeoakcapital.app/home/index.html)
03:13:31	796/796	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:13:28%20GMT	https://tradeoakcapital.app/translate.google.com/translate_a/element7876.js?cb=googleTranslateElementInit2	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/translate.google.com/translate_a/element7876.1e7876.delayed	(from https://tradeoakcapital.app/home/index.html)
03:13:39	15689/15689	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/libs/bootstrap/css/bootstrap-grid.min.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/bootstrap/css/bootstrap-grid.min.css	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:40	2585/2585	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/superfish-master/css/superfish.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/superfish-master/css/superfish.css	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:41	3543/3543	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/ytp-player/css/jquery.mb.YTPlayer.min.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/ytp-player/css/jquery.mb.YTPlayer.min.css	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:41	27478/27478	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/libs/animsition/animsition.min.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/animsition/animsition.min.css	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:42	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e.eot?v=4.7.0	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e3e6e.eot	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:42	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfontd41dd41d.eot?	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfontd41dd41dd41d.eot	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:43	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e.woff2?v=4.7.0	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e3e6e.woff2	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:43	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e.woff?v=4.7.0	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e3e6e.woff	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:46	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e.svg?v=4.7.0	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e3e6e.svg	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:46	165548/165548	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e.ttf?v=4.7.0	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e3e6e3e6e.ttf	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:47	58680/58680	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1d.eot?d7yf1v	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1dbb1d.eot	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:47	58680/58680	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-stroked41dd41d.eot?	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-stroked41dd41dd41d.eot	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:48	58480/58480	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1d.ttf?d7yf1v	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1dbb1d.ttf	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:48	58556/58556	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1d.woff?d7yf1v	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1dbb1d.woff	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:49	164020/164020	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1d.svg?d7yf1v	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1dbb1dbb1d.svg	(from https://tradeoakcapital.app/home/css/libs.css)
03:13:49	282/282	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/img/after.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/img/after.png	(from https://tradeoakcapital.app/home/css/main.css)
03:13:53	473/473	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/css/images/arrow-down.html	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/css/images/arrow-down.html	(from https://tradeoakcapital.app/home/css/main.css)
03:13:53	232/232	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/img/search.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/img/search.png	(from https://tradeoakcapital.app/home/css/main.css)
03:13:55	1693/1693	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Sep%202021%2002:45:12%20GMT	https://tradeoakcapital.app/home/img/s1_triangle1.svg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/img/s1_triangle1.svg	(from https://tradeoakcapital.app/home/css/main.css)
03:13:56	796/796	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:13:53%20GMT	https://tradeoakcapital.app/home/Home/%e2%80%9chttps://www.smartsupp.com%e2%80%9d	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/Home/%e2%80%9chttps_/www.smartsupp.com%e2%80%9d	(from https://tradeoakcapital.app/home/Home/Plan.html)
03:13:58	0/0	---M--	200	added ('OK')	text/html	date:Fri,%2023%20May%202025%2013:05:50%20GMT	https://tradeoakcapital.app/home/Home/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.html	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/Home/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.34.delayed	(from https://tradeoakcapital.app/home/Home/Plan.html)
03:13:59	796/796	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:13:56%20GMT	https://tradeoakcapital.app/home/Home/%c3%a2%c2%80%c2%9chttps://www.smartsupp.com%c3%a2%c2%80%c2%9d	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/Home/%c3%a2%c2%80%c2%9chttps_/www.smartsupp.com%c3%a2%c2%80%c2%9d	(from https://tradeoakcapital.app/home/Home/About.html)
03:13:59	0/0	---M--	200	added ('OK')	text/html	date:Fri,%2023%20May%202025%2013:05:50%20GMT	https://tradeoakcapital.app/home/videos/hotforex.html	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/videos/hotforex.html	(from https://tradeoakcapital.app/home/Home/About.html)
03:14:00	1489755/1489755	---M--	200	added ('OK')	image/png	date:Wed,%2021%20May%202025%2011:25:43%20GMT	https://tradeoakcapital.app/logo.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/logo.png	(from https://tradeoakcapital.app/home/Home/Plan.html)
03:14:03	22876/22876	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20May%202025%2013:04:20%20GMT	https://tradeoakcapital.app/home/Account/Register.html	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/Account/Register.html	(from https://tradeoakcapital.app/home/Home/Help.html)
03:14:04	23295/23295	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Sep%202022%2017:14:06%20GMT	https://tradeoakcapital.app/home/HMRC.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/HMRC.png	(from https://tradeoakcapital.app/home/Home/Terms.html)
03:14:05	796/796	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:14:01%20GMT	https://tradeoakcapital.app/www.smartsuppchat.com/loaderd41d.js?	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/www.smartsuppchat.com/loaderd41d.39d41d.delayed	(from https://tradeoakcapital.app/home/Home/Terms.html)
03:14:05	796/796	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:14:02%20GMT	https://tradeoakcapital.app/home/Home/%e2%80%9chttps_/www.smartsupp.html	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/Home/%e2%80%9chttps_/www.smartsupp-2.html	(from https://tradeoakcapital.app/home/Home/Terms.html)
03:14:06	3250/3250	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/ytp-player/css/font/ytp-regular.eot	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/ytp-player/css/font/ytp-regular.eot	(from https://tradeoakcapital.app/home/libs/ytp-player/css/jquery.mb.YTPlayer.min.css)
03:14:08	3692/3692	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/ytp-player/css/font/ytp-regular.woff	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/ytp-player/css/font/ytp-regular.woff	(from https://tradeoakcapital.app/home/libs/ytp-player/css/jquery.mb.YTPlayer.min.css)
03:14:09	2794/2794	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/ytp-player/css/images/raster.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/ytp-player/css/images/raster.png	(from https://tradeoakcapital.app/home/libs/ytp-player/css/jquery.mb.YTPlayer.min.css)
03:14:18	507/507	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/ytp-player/css/images/raster%402x.html	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/ytp-player/css/images/raster@2x.html	(from https://tradeoakcapital.app/home/libs/ytp-player/css/jquery.mb.YTPlayer.min.css)
03:14:20	122/122	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Sep%202021%2002:45:14%20GMT	https://tradeoakcapital.app/home/libs/ytp-player/css/images/raster_dot.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/Trading%20site/tradeoakcapital.app/home/libs/ytp-player/css/images/raster_dot.png	(from https://tradeoakcapital.app/home/libs/ytp-player/css/jquery.mb.YTPlayer.min.css)
