date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:01:01	55715/55715	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:00:57%20GMT	https://www.tranzit.com.ng/n/pricing	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/pricing.html	(from https://www.tranzit.com.ng/n/)
03:01:03	18939/18939	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:00:57%20GMT	https://www.tranzit.com.ng/n/services	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/services.html	(from https://www.tranzit.com.ng/n/)
03:01:03	41555/41555	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:01:00%20GMT	https://www.tranzit.com.ng/n/testimonies	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/testimonies.html	(from https://www.tranzit.com.ng/n/)
03:01:04	35019/35019	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:01:00%20GMT	https://www.tranzit.com.ng/n/about	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/about.html	(from https://www.tranzit.com.ng/n/)
03:01:05	140930/140930	---MCZ	200	added ('OK')	text/css	etag:W/%22a7022c6fa83d91db67738d6e3cd3252d%22	http://maxcdn.bootstrapcdn.com/bootstrap/4.1.1/css/bootstrap.min.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/maxcdn.bootstrapcdn.com/bootstrap/4.1.1/css/bootstrap.min.css	(from https://www.tranzit.com.ng/n/)
03:01:05	50731/50731	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eb5fac582a82f296aeb74900b01a2fa3%22	http://maxcdn.bootstrapcdn.com/bootstrap/4.1.1/js/bootstrap.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/maxcdn.bootstrapcdn.com/bootstrap/4.1.1/js/bootstrap.min.js	(from https://www.tranzit.com.ng/n/)
03:01:07	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%226599bda5-317b%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	(from https://www.tranzit.com.ng/n/)
03:01:07	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:01:04%20GMT	https://www.tranzit.com.ng/n/n/images/slide1.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/n/images/slide1.png	(from https://www.tranzit.com.ng/n/)
03:01:12	19892/19892	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:01:08%20GMT	https://www.tranzit.com.ng/n/telecom_services	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/telecom_services.html	(from https://www.tranzit.com.ng/n/)
03:01:12	90793/90793	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/tele.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/tele.png	(from https://www.tranzit.com.ng/n/)
03:01:13	18797/18797	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:01:10%20GMT	https://www.tranzit.com.ng/n/programming_services	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/programming_services.html	(from https://www.tranzit.com.ng/n/)
03:01:14	50486/50486	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/programming.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/programming.png	(from https://www.tranzit.com.ng/n/)
03:01:14	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:01:11%20GMT	https://www.tranzit.com.ng/n/n/images1/api3.gif	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/n/images1/api3.gif	(from https://www.tranzit.com.ng/n/)
03:01:15	70015/70015	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/digital-1.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/digital-1.png	(from https://www.tranzit.com.ng/n/)
03:01:17	88145/88145	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/js/jquery-3.4.1.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/js/jquery-3.4.1.min.js	(from https://www.tranzit.com.ng/n/)
03:01:21	136795/136795	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/js/bootstrap.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/js/bootstrap.js	(from https://www.tranzit.com.ng/n/)
03:01:23	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.1.3/assets/owl.video.play.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.1.3/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.1.3/assets/owl.carousel.min.css)
03:01:25	1508/1508	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/search-icon.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/search-icon.png	(from https://www.tranzit.com.ng/n/css/style.css)
03:01:26	21499/21499	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/menu.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/menu.png	(from https://www.tranzit.com.ng/n/css/style.css)
03:01:26	230/230	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/prev.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/prev.png	(from https://www.tranzit.com.ng/n/css/style.css)
03:01:27	228/228	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/next.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/next.png	(from https://www.tranzit.com.ng/n/css/style.css)
03:01:30	578240/578240	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/laptpt.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/laptpt.png	(from https://www.tranzit.com.ng/n/)
03:01:30	224749/224749	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/motiv.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/motiv.jpg	(from https://www.tranzit.com.ng/n/css/style.css)
03:01:32	42290/42290	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/favicon.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/favicon.png	(from https://www.tranzit.com.ng/n/css/style.css)
03:01:33	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%22269550530cc127b6aa5a35925a7de6ce%22	https://stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/stackpath.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css	(from https://www.tranzit.com.ng/n/register)
03:01:34	297639/297639	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2008%20Jul%202025%2010:01:30%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/connect.facebook.net/en_US/fbevents.js	(from https://www.tranzit.com.ng/n/register)
03:01:34	1266231/1266231	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/phoo.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/phoo.png	(from https://www.tranzit.com.ng/n/)
03:01:35	223967/223967	---M--	200	added ('OK')	text/css	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/style/css/style.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/style/css/style.css	(from https://www.tranzit.com.ng/n/register)
03:01:35	1521861/1521861	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/Mockup.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/Mockup.png	(from https://www.tranzit.com.ng/n/)
03:01:36	52204/52204	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:01:32%20GMT	https://www.tranzit.com.ng/n/index.php	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/index-3.html	(from https://www.tranzit.com.ng/n/register)
03:01:36	3647/3647	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:01:33%20GMT	https://www.tranzit.com.ng/n/forget_password	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/forget_password.html	(from https://www.tranzit.com.ng/n/register)
03:01:37	88144/88144	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/style/js/jquery.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/style/js/jquery.min.js	(from https://www.tranzit.com.ng/n/register)
03:01:37	21003/21003	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/style/js/popper.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/style/js/popper.js	(from https://www.tranzit.com.ng/n/register)
03:01:38	58072/58072	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/style/js/bootstrap.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/style/js/bootstrap.min.js	(from https://www.tranzit.com.ng/n/register)
03:01:38	517/517	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/style/js/main.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/style/js/main.js	(from https://www.tranzit.com.ng/n/register)
03:01:40	55/55	---M--	302	error ('Found')	text/plain	date:Tue,%2008%20Jul%202025%2010:01:36%20GMT	https://unpkg.com/sweetalert/dist/sweetalert.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/unpkg.com/sweetalert/dist/sweetalert.min.2b.delayed	(from https://www.tranzit.com.ng/n/register)
03:01:40	40808/40808	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2015%20May%202025%2018:50:24%20GMT	https://unpkg.com/sweetalert@2.1.2/dist/sweetalert.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/unpkg.com/sweetalert@2.1.2/dist/sweetalert.min.js	(from https://www.tranzit.com.ng/n/register)
03:01:41	17518/17518	---M--	200	added ('OK')	application/javascript	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/js/loadingOverlay.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/js/loadingOverlay.js	(from https://www.tranzit.com.ng/n/register)
03:01:42	46930/46930	---MCZ	200	added ('OK')	text/css	etag:W/%2220a9ce516eaea76da29a23adc43e8998%22	https://use.fontawesome.com/releases/v5.2.0/css/all.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/use.fontawesome.com/releases/v5.2.0/css/all.css	(from https://www.tranzit.com.ng/n/pricing)
03:01:45	162017/162017	---MCZ	200	added ('OK')	text/css	etag:W/%22278e1-H7g/xZXPKL+TYth2EOrfo7e7vlk%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.1/dist/css/bootstrap.min.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/cdn.jsdelivr.net/npm/bootstrap@4.6.1/dist/css/bootstrap.min.css	(from https://www.tranzit.com.ng/n/pricing)
03:01:46	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-15283%22	http://cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js	(from https://www.tranzit.com.ng/n/pricing)
03:01:46	4109/4109	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/a.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/a.jpg	(from https://www.tranzit.com.ng/n/pricing)
03:01:48	72920/72920	---M--	200	added ('OK')	image/webp	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/Glo-Cafe.webp	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/Glo-Cafe.webp	(from https://www.tranzit.com.ng/n/pricing)
03:01:48	5516/5516	---M--	200	added ('OK')	image/webp	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/9-Mobile-Logo.webp	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/9-Mobile-Logo.webp	(from https://www.tranzit.com.ng/n/pricing)
03:01:49	2433/2433	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/images.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/images.png	(from https://www.tranzit.com.ng/n/pricing)
03:01:50	26055/26055	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/9Mobile.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/9Mobile.jpg	(from https://www.tranzit.com.ng/n/pricing)
03:01:50	14405/14405	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/airtel.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/airtel.jpg	(from https://www.tranzit.com.ng/n/pricing)
03:01:51	71208/71208	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/glo.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/glo.jpg	(from https://www.tranzit.com.ng/n/pricing)
03:01:52	7320/7320	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/mtn.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/mtn.jpg	(from https://www.tranzit.com.ng/n/pricing)
03:01:53	31006/31006	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/gotv.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/gotv.png	(from https://www.tranzit.com.ng/n/pricing)
03:01:54	76036/76036	---M--	200	added ('OK')	image/webp	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/STARTIMES-LOGO.webp	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/STARTIMES-LOGO.webp	(from https://www.tranzit.com.ng/n/pricing)
03:01:54	228636/228636	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/dstv.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/dstv.png	(from https://www.tranzit.com.ng/n/pricing)
03:01:54	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://www.tranzit.com.ng/n/pricing)
03:01:56	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%225869c96cc8f19086aee625d670d741f9%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	(from https://www.tranzit.com.ng/n/pricing)
03:01:57	72372/72372	---MCZ	200	added ('OK')	application/javascript	etag:W/%2211ab4-0cZwTpTv4tRl/BYbY4HhJ9NazYE%22	https://cdn.jsdelivr.net/npm/jquery@3.6.0/dist/jquery.slim.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/cdn.jsdelivr.net/npm/jquery@3.6.0/dist/jquery.slim.min.js	(from https://www.tranzit.com.ng/n/pricing)
03:01:58	21233/21233	---MCZ	200	added ('OK')	application/javascript	etag:W/%2252f1-MTeJyg4xtlR4TbuosPg/Nk+Gg7Q%22	https://cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/cdn.jsdelivr.net/npm/popper.js@1.16.1/dist/umd/popper.min.js	(from https://www.tranzit.com.ng/n/pricing)
03:01:58	83253/83253	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214535-A2PLWLentg73+/gri862MFIyUBo%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.1/dist/js/bootstrap.bundle.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/cdn.jsdelivr.net/npm/bootstrap@4.6.1/dist/js/bootstrap.bundle.min.js	(from https://www.tranzit.com.ng/n/pricing)
03:01:59	18065/18065	---MCZ	200	added ('OK')	text/css	etag:W/%224691-p8Uo3JAYru/tmlIzcWjeyyIOL2E%22	https://cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.css	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.css	(from https://www.tranzit.com.ng/n/testimonies)
03:02:00	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2008%20Jul%202025%2010:01:56%20GMT	https://i.imgur.com/e5TBLka.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.imgur.com/e5TBLka.42.delayed	(from https://www.tranzit.com.ng/n/testimonies)
03:02:00	0/-1	---M--	302	error ('')			https://i.imgur.com/e5TBLka.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.imgur.com/e5TBLka.43.delayed	(from https://www.tranzit.com.ng/n/testimonies)
03:02:00	0/-1	---M--	302	error ('')			https://i.imgur.com/e5TBLka.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.imgur.com/e5TBLka.44.delayed	(from https://www.tranzit.com.ng/n/testimonies)
03:02:00	0/-1	---M--	302	error ('')			https://i.imgur.com/e5TBLka.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.imgur.com/e5TBLka.45.delayed	(from https://www.tranzit.com.ng/n/testimonies)
03:02:00	0/-1	---M--	302	error ('')			https://i.imgur.com/e5TBLka.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.imgur.com/e5TBLka.46.delayed	(from https://www.tranzit.com.ng/n/testimonies)
03:02:00	0/-1	---M--	302	error ('')			https://i.imgur.com/e5TBLka.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.imgur.com/e5TBLka.47.delayed	(from https://www.tranzit.com.ng/n/testimonies)
